"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1908","Canada","2021A000011124","Seeded area (acres)","Summerfallow","Acres","28","units","0","v62426935","1.1.17","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Sunflower seed","Acres","28","units","0","v54529209","1.1.31","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Tame hay","Acres","28","units","0","v54528644","1.1.28","8210900","","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Triticale","Acres","28","units","0","v20145110","1.1.26","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, all","Acres","28","units","0","v46158","1.1.1","6610300","","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, all including winter wheat remaining","Acres","28","units","0","v20145108","1.1.24","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, durum","Acres","28","units","0","v62700956","1.1.4","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, spring","Acres","28","units","0","v46230","1.1.2","5940900","","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, Canada Western Extra Strong (CWES)","Acres","28","units","0","v20145105","1.1.21","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, Canada Western Red Spring (CWRS)","Acres","28","units","0","v20145104","1.1.20","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, Canada Prairie Spring Red (CPSR) and Canada Prairie Spring White (CPSW)","Acres","28","units","0","v20145103","1.1.19","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, Canada Western Soft White Spring (CWSWS)","Acres","28","units","0","v20145102","1.1.18","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, other spring","Acres","28","units","0","v20145106","1.1.22","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, winter remaining","Acres","28","units","0","v46302","1.1.3","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, winter seeded in fall","Acres","28","units","0","v62427018","1.1.44","669400","","","","0"
"1908","Canada","2021A000011124","Seeded area (acres)","Wheat, all excluding durum wheat","Acres","28","units","0","v20145107","1.1.23","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Barley","Hectares","149","units","0","v114995642","1.16.6","707100","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995643","1.16.39","24200","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Beans, dry white","Hectares","149","units","0","v114995644","1.16.40","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Beans, dry coloured","Hectares","149","units","0","v114995645","1.16.41","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Borage seed","Hectares","149","units","0","v114995646","1.16.37","","..","","t","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Buckwheat","Hectares","149","units","0","v114995647","1.16.12","117950","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Canary seed","Hectares","149","units","0","v114995648","1.16.33","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995649","1.16.16","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Caraway seed","Hectares","149","units","0","v114995650","1.16.35","","..","","t","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Chick peas","Hectares","149","units","0","v114995651","1.16.38","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Coriander seed","Hectares","149","units","0","v114995652","1.16.36","","..","","t","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Corn for grain","Hectares","149","units","0","v114995653","1.16.11","147600","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Corn for silage","Hectares","149","units","0","v114995654","1.16.29","105100","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Faba beans","Hectares","149","units","0","v114995655","1.16.42","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Flaxseed","Hectares","149","units","0","v114995656","1.16.14","56000","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Lentils","Hectares","149","units","0","v114995657","1.16.32","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Mixed grains","Hectares","149","units","0","v114995658","1.16.10","235550","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Mustard seed","Hectares","149","units","0","v114995659","1.16.30","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Oats","Hectares","149","units","0","v114995660","1.16.5","3200550","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Peas, dry","Hectares","149","units","0","v114995661","1.16.13","167050","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Rye, all","Hectares","149","units","0","v114995662","1.16.7","41281","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Rye, all including fall rye remaining","Hectares","149","units","0","v114995663","1.16.25","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Rye, fall remaining","Hectares","149","units","0","v114995664","1.16.8","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Rye, spring","Hectares","149","units","0","v114995665","1.16.9","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Rye, fall seeded in previous fall","Hectares","149","units","0","v114995666","1.16.43","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Safflower","Hectares","149","units","0","v114995667","1.16.34","","..","","t","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Soybeans","Hectares","149","units","0","v114995668","1.16.15","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Sugar beets","Hectares","149","units","0","v115115266","1.16.27","4400","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Summerfallow","Hectares","149","units","0","v114995669","1.16.17","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Sunflower seed","Hectares","149","units","0","v115115267","1.16.31","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Tame hay","Hectares","149","units","0","v115115268","1.16.28","3326000","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Triticale","Hectares","149","units","0","v114995670","1.16.26","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, all","Hectares","149","units","0","v114995671","1.16.1","2676250","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, all including winter wheat remaining","Hectares","149","units","0","v114995672","1.16.24","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, durum","Hectares","149","units","0","v115115185","1.16.4","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, spring","Hectares","149","units","0","v114995673","1.16.2","2405250","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, Canada Western Extra Strong (CWES)","Hectares","149","units","0","v114995674","1.16.21","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, Canada Western Red Spring (CWRS)","Hectares","149","units","0","v114995675","1.16.20","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, Canada Prairie Spring Red (CPSR) and Canada Prairie Spring White (CPSW)","Hectares","149","units","0","v114995677","1.16.19","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, Canada Western Soft White Spring (CWSWS)","Hectares","149","units","0","v114995678","1.16.18","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, other spring","Hectares","149","units","0","v114995676","1.16.22","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v114995679","1.16.3","","..","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, winter seeded in fall","Hectares","149","units","0","v114995680","1.16.44","271000","","","","0"
"1908","Canada","2021A000011124","Seeded area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v114995681","1.16.23","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Barley","Acres","28","units","0","v46517","1.6.6","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Beans, all dry (white and coloured)","Acres","28","units","0","v54532266","1.6.39","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Beans, dry white","Acres","28","units","0","v54532267","1.6.40","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Beans, dry coloured","Acres","28","units","0","v54532268","1.6.41","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Borage seed","Acres","28","units","0","v54529239","1.6.37","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Buckwheat","Acres","28","units","0","v46851","1.6.12","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Canary seed","Acres","28","units","0","v54529235","1.6.33","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Canola (rapeseed)","Acres","28","units","0","v47108","1.6.16","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Caraway seed","Acres","28","units","0","v54529237","1.6.35","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Chick peas","Acres","28","units","0","v54529240","1.6.38","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Coriander seed","Acres","28","units","0","v54529238","1.6.36","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Corn for grain","Acres","28","units","0","v46798","1.6.11","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Corn for silage","Acres","28","units","0","v54528703","1.6.29","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Faba beans","Acres","28","units","0","v54532269","1.6.42","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Flaxseed","Acres","28","units","0","v47009","1.6.14","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Lentils","Acres","28","units","0","v54529234","1.6.32","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Mixed grains","Acres","28","units","0","v46746","1.6.10","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Mustard seed","Acres","28","units","0","v54529232","1.6.30","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Oats","Acres","28","units","0","v46445","1.6.5","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Peas, dry","Acres","28","units","0","v46913","1.6.13","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Rye, all","Acres","28","units","0","v46587","1.6.7","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Rye, fall remaining","Acres","28","units","0","v46651","1.6.8","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Rye, spring","Acres","28","units","0","v46682","1.6.9","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Safflower","Acres","28","units","0","v54529236","1.6.34","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Soybeans","Acres","28","units","0","v47041","1.6.15","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Sugar beets","Acres","28","units","0","v54528701","1.6.27","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Sunflower seed","Acres","28","units","0","v54529233","1.6.31","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Tame hay","Acres","28","units","0","v54528702","1.6.28","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Triticale","Acres","28","units","0","v20145131","1.6.26","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, all","Acres","28","units","0","v46218","1.6.1","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, durum","Acres","28","units","0","v62700957","1.6.4","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, spring","Acres","28","units","0","v46290","1.6.2","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, Canada Western Extra Strong (CWES)","Acres","28","units","0","v20145128","1.6.21","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, Canada Western Red Spring (CWRS)","Acres","28","units","0","v20145127","1.6.20","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, Canada Prairie Spring Red (CPSR) and Canada Prairie Spring White (CPSW)","Acres","28","units","0","v20145126","1.6.19","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, Canada Western Soft White Spring (CWSWS)","Acres","28","units","0","v20145125","1.6.18","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, other spring","Acres","28","units","0","v20145129","1.6.22","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, winter remaining","Acres","28","units","0","v46350","1.6.3","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (acres)","Wheat, all excluding durum wheat","Acres","28","units","0","v20145130","1.6.23","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Barley","Hectares","149","units","0","v114995758","1.17.6","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v114995759","1.17.39","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Beans, dry white","Hectares","149","units","0","v114995760","1.17.40","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Beans, dry coloured","Hectares","149","units","0","v114995761","1.17.41","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Borage seed","Hectares","149","units","0","v114995762","1.17.37","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v114995763","1.17.12","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v114995764","1.17.33","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v114995765","1.17.16","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Caraway seed","Hectares","149","units","0","v114995766","1.17.35","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v114995767","1.17.38","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Coriander seed","Hectares","149","units","0","v114995768","1.17.36","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v114995769","1.17.11","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v114995770","1.17.29","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Faba beans","Hectares","149","units","0","v114995771","1.17.42","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Flaxseed","Hectares","149","units","0","v114995772","1.17.14","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Lentils","Hectares","149","units","0","v114995773","1.17.32","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Mixed grains","Hectares","149","units","0","v114995774","1.17.10","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Mustard seed","Hectares","149","units","0","v114995775","1.17.30","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Oats","Hectares","149","units","0","v114995776","1.17.5","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Peas, dry","Hectares","149","units","0","v114995777","1.17.13","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Rye, all","Hectares","149","units","0","v114995778","1.17.7","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Rye, fall remaining","Hectares","149","units","0","v114995779","1.17.8","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Rye, spring","Hectares","149","units","0","v114995780","1.17.9","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Safflower","Hectares","149","units","0","v114995781","1.17.34","","..","","t","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Soybeans","Hectares","149","units","0","v114995782","1.17.15","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Sugar beets","Hectares","149","units","0","v114995783","1.17.27","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Sunflower seed","Hectares","149","units","0","v114995784","1.17.31","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Tame hay","Hectares","149","units","0","v114995785","1.17.28","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Triticale","Hectares","149","units","0","v114995786","1.17.26","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v114995787","1.17.1","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v115115186","1.17.4","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v114995788","1.17.2","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, Canada Western Extra Strong (CWES)","Hectares","149","units","0","v114995789","1.17.21","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, Canada Western Red Spring (CWRS)","Hectares","149","units","0","v114995790","1.17.20","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, Canada Prairie Spring Red (CPSR) and Canada Prairie Spring White (CPSW)","Hectares","149","units","0","v114995792","1.17.19","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, Canada Western Soft White Spring (CWSWS)","Hectares","149","units","0","v114995793","1.17.18","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, other spring","Hectares","149","units","0","v114995791","1.17.22","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v114995794","1.17.3","","..","","","0"
"1908","Canada","2021A000011124","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v114995795","1.17.23","","..","","","0"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46469","1.2.6","26.8","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Buckwheat","Bushels per acre","43","units","0","v46815","1.2.12","24.6","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47078","1.2.16","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v46766","1.2.11","62.5","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Flaxseed","Bushels per acre","43","units","0","v46977","1.2.14","10.8","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Mixed grains","Bushels per acre","43","units","0","v46698","1.2.10","32.7","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Oats","Bushels per acre","43","units","0","v46397","1.2.5","31.6","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Peas, dry","Bushels per acre","43","units","0","v46869","1.2.13","17.1","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Rye, all","Bushels per acre","43","units","0","v46541","1.2.7","17.1","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Rye, fall remaining","Bushels per acre","43","units","0","v46609","1.2.8","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Rye, spring","Bushels per acre","43","units","0","v46666","1.2.9","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Soybeans","Bushels per acre","43","units","0","v47023","1.2.15","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Triticale","Bushels per acre","43","units","0","v20145117","1.2.26","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, all","Bushels per acre","43","units","0","v46170","1.2.1","17.0","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v62700958","1.2.4","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46242","1.2.2","16.3","","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, Canada Western Extra Strong (CWES)","Bushels per acre","43","units","0","v20145114","1.2.21","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, Canada Western Red Spring (CWRS)","Bushels per acre","43","units","0","v20145113","1.2.20","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, Canada Prairie Spring Red (CPSR) and Canada Prairie Spring White (CPSW)","Bushels per acre","43","units","0","v20145112","1.2.19","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, Canada Western Soft White Spring (CWSWS)","Bushels per acre","43","units","0","v20145111","1.2.18","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, other spring","Bushels per acre","43","units","0","v20145115","1.2.22","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46314","1.2.3","","..","","","1"
"1908","Canada","2021A000011124","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145116","1.2.23","","..","","","1"
"1908","Canada","2021A000011124","Average yield (tons per acre)","Corn for silage","Tons per acre","293","units","0","v54528591","1.7.29","11.31","","","","2"
"1908","Canada","2021A000011124","Average yield (tons per acre)","Sugar beets","Tons per acre","293","units","0","v54528589","1.7.27","10.09","","","","2"
"1908","Canada","2021A000011124","Average yield (tons per acre)","Tame hay","Tons per acre","293","units","0","v54528590","1.7.28","1.39","","","","2"
"1908","Canada","2021A000011124","Average yield (hundredweight per acre)","Beans, all dry (white and coloured)","Hundredweight per acre","158","units","0","v54532270","1.10.39","20.7","","","","1"
"1908","Canada","2021A000011124","Average yield (hundredweight per acre)","Beans, dry white","Hundredweight per acre","158","units","0","v54532271","1.10.40","","..","","","1"
"1908","Canada","2021A000011124","Average yield (hundredweight per acre)","Beans, dry coloured","Hundredweight per acre","158","units","0","v54532272","1.10.41","","..","","","1"
"1908","Canada","2021A000011124","Average yield (hundredweight per acre)","Faba beans","Hundredweight per acre","158","units","0","v54532273","1.10.42","","..","","","1"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Borage seed","Pounds per acre","256","units","0","v54529224","1.11.37","","..","","t","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Canary seed","Pounds per acre","256","units","0","v54529220","1.11.33","","..","","","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Caraway seed","Pounds per acre","256","units","0","v54529222","1.11.35","","..","","t","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Chick peas","Pounds per acre","256","units","0","v54529225","1.11.38","","..","","","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Coriander seed","Pounds per acre","256","units","0","v54529223","1.11.36","","..","","t","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Lentils","Pounds per acre","256","units","0","v54529219","1.11.32","","..","","","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Mustard seed","Pounds per acre","256","units","0","v54529217","1.11.30","","..","","","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Safflower","Pounds per acre","256","units","0","v54529221","1.11.34","","..","","t","0"
"1908","Canada","2021A000011124","Average yield (pounds per acre)","Sunflower seed","Pounds per acre","256","units","0","v54529218","1.11.31","","..","","","0"
"1908","Canada","2021A000011124","Average yield (kilograms per hectare)","Barley","Kilograms per hectare","193","units","0","v114995682","1.18.6","1440","","","","0"
"1908","Canada","2021A000011124","Average yield (kilograms per hectare)","Beans, all dry (white and coloured)","Kilograms per hectare","193","units","0","v114995683","1.18.39","1395","","","","0"
"1908","Canada","2021A000011124","Average yield (kilograms per hectare)","Beans, dry white","Kilograms per hectare","193","units","0","v114995684","1.18.40","","..","","","0"
